Paragraph text,Classification_label
(2)Subsection (1) is subject to section 13.,"0,0,0,0,0,0,0,0"
"(3)The Scottish Ministers may by regulations— (a)amend subsection (1) so as to replace “30 September 2020” with “31 March 2021”,","0,0,0,0,0,0,0,0"
(3)The Scottish Ministers may by regulations (b)further amend subsection (1) so as to replace “31 March 2021” with “30 September 2021”.,"0,0,0,0,0,0,0,0"
(4)The power conferred by subsection (3)(b) may be used only after 30 September 2020.,"0,0,0,0,0,0,0,0"
(5)Regulations under subsection (3) are subject to the affirmative procedure.,"0,0,0,0,0,0,0,0"
"(6)Before laying a draft Scottish statutory instrument containing regulations under subsection (3) before the Scottish Parliament in accordance with section 29(2) of the Interpretation and Legislative Reform (Scotland) Act 2010, the Scottish Ministers must lay before the Parliament a statement of their reasons why the regulations should be made.","1,0,0,0,0,0,0,0"
(7)Subsection (8) applies if the regulations are made in accordance with paragraph 23 of schedule 7.,"0,0,0,0,0,0,0,0"
"(8)The Scottish Ministers must, at the same time as laying the regulations before the Parliament in accordance with paragraph 26 of that schedule, lay before the Parliament a statement of their reasons for making the regulations.","1,0,0,0,0,0,0,0"
"(9)The Scottish Ministers may by regulations make transitional, transitory or saving provision in connection with the expiry under subsection (1) of any provision of this Act.","1,0,0,0,0,0,0,0"
"(10)Regulations under subsection (9)—
(a)may make different provision for different purposes or areas,
(b)are subject to the negative procedure.","0,0,0,0,0,0,0,0"
"Good afternoon, welcome to the daily coronavirus press conference from Downing Street. I’m joined by Sir Patrick Valance, the government’s Chief Scientific Advisor, and Professor Chris Whitty, the government’s Chief Medical Officer. Sir Patrick will provide an update on the latest data on coronavirus.","0,0,0,0,0,0,0,0"
"But, first, let me update you on the steps we are taking to defeat the coronavirus, and the decisions we have taken today. Step-by-step, our action plan aims to slow the spread of the virus. So that fewer people need hospital treatment at any one time, and that is the way we can protect the NHS from being overwhelmed.","0,0,0,0,0,0,0,0"
"At every step along this way, we have followed, very carefully and deliberately, the scientific and medical advice that we have received. So that we take the right steps at the right moment in time. At the same time, we are dramatically expanding NHS capacity, in terms of the numbers of beds, key staff and life-saving equipment on the front-line, so people get the care they need, at the point in time that they need it most.","0,0,0,0,0,0,0,0"
"And that’s also why we have directed people to stay at home. To deny coronavirus the opportunity to spread, to protect the NHS and save lives.","0,0,1,0,0,0,0,0"
"Now, today’s data shows that: 327, 608 people in the UK have now been tested for the coronavirus. 103,093 people have tested positive. and sadly, of those with the virus, 13,729 have now died
These are heart-breaking losses for every family affected. And it reminds us exactly why we need to follow the social distancing guidance.","0,0,0,0,0,0,0,0"
"Earlier today, I chaired meetings of the Cabinet and COBR to consider the advice from SAGE on the impact of the existing social distancing measures. There are indications that the measures we have put in place have been successful in slowing down the spread of the virus. But, SAGE also say that it is a mixed and inconsistent picture and, in some settings, infections are still likely to be increasing.","0,0,0,0,0,0,0,0"
"SAGE assess that the rate of infection, or the R value, is almost certainly below 1 in the community. That means that on average each infected person is, in turn, infecting less than one other person. But, overall, we still don’t have the infection rate down as far as we need to. As in other countries, we have issues with the virus spreading in some hospitals and care homes.","0,0,0,0,0,0,0,0"
"In sum, the very clear advice we have received is that any change to our social distancing measures now would risk a significant increase in the spread of the virus. That would threaten a second peak of the virus, and substantially increase the number of deaths. It would undo the progress made to date, and as a result, would require an even longer period of the more restrictive social distancing measures.","0,0,0,0,0,0,0,0"
So early relaxation would do more damage to the economy over a longer period. I want to be clear about this. The advice from SAGE is that relaxing any of the measures currently in place would risk damage to both public health and our economy. Patrick and Chris will be able to go into further detail on all of this shortly.,"0,0,0,0,0,0,0,0"
"But based on this advice, the government has determined that current measures must remain in place for at least the next 3 weeks.","0,0,1,0,0,0,0,0"
"Now, in terms of the decisions that lie ahead, we want to be as up front with the British people as we possibly can. So, let me set out 5 specific things which the government will need to be satisfied of before we will consider it safe to adjust any of the current measures.","0,0,0,0,0,0,0,0"
"First, we must protect the NHS’s ability to cope. We must be confident that we are able to provide sufficient critical care and specialist treatment right across the UK. The NHS staff have been incredible. We must continue to support them as much as we can.","0,0,0,0,0,0,0,1"
"Second, we need to see a sustained and consistent fall in the daily death rates from coronavirus so we are confident that we have moved beyond the peak.","0,0,0,0,0,0,0,1"
"Third, we need to have reliable data from SAGE showing that the rate of infection is decreasing to manageable levels across the board.","0,0,0,0,0,0,0,1"
